Seq_id	Size	Description
Block #1179
Seq_id	Strand	Start	End	Length
667	+	19011	26841	7831
667	+	10284	17897	7614
--------------------------------------------------------------------------------
Block #1180
Seq_id	Strand	Start	End	Length
32	+	597543	631591	34049
276	+	190125	224759	34635
--------------------------------------------------------------------------------
Block #1181
Seq_id	Strand	Start	End	Length
329	+	98617	105279	6663
486	+	65304	71866	6563
--------------------------------------------------------------------------------
Block #1182
Seq_id	Strand	Start	End	Length
5	+	225994	274485	48492
122	+	302459	350773	48315
--------------------------------------------------------------------------------
Block #1183
Seq_id	Strand	Start	End	Length
155	+	193507	198973	5467
968	-	25559	19337	6223
--------------------------------------------------------------------------------
Block #1184
Seq_id	Strand	Start	End	Length
168	+	132630	295322	162693
362	+	10404	167576	157173
--------------------------------------------------------------------------------
Block #1185
Seq_id	Strand	Start	End	Length
87	+	50286	81416	31131
210	-	110378	69106	41273
--------------------------------------------------------------------------------
Block #1186
Seq_id	Strand	Start	End	Length
52	+	2777	91803	89027
240	+	159724	249994	90271
--------------------------------------------------------------------------------
Block #1187
Seq_id	Strand	Start	End	Length
358	-	155362	145577	9786
716	+	56069	65869	9801
--------------------------------------------------------------------------------
Block #1188
Seq_id	Strand	Start	End	Length
22	+	172003	177216	5214
1165	+	7305	12526	5222
--------------------------------------------------------------------------------
Block #1189
Seq_id	Strand	Start	End	Length
107	-	353887	255088	98800
141	+	191830	289688	97859
--------------------------------------------------------------------------------
Block #1190
Seq_id	Strand	Start	End	Length
68	+	154339	315770	161432
211	-	281563	112168	169396
--------------------------------------------------------------------------------
Block #1191
Seq_id	Strand	Start	End	Length
52	+	501500	508667	7168
52	-	365810	358417	7394
--------------------------------------------------------------------------------
Block #1192
Seq_id	Strand	Start	End	Length
51	+	126760	159959	33200
446	-	41775	4527	37249
--------------------------------------------------------------------------------
Block #1193
Seq_id	Strand	Start	End	Length
176	+	203431	209962	6532
1551	+	222	6430	6209
--------------------------------------------------------------------------------
Block #1194
Seq_id	Strand	Start	End	Length
11	+	455728	482263	26536
259	+	1	27510	27510
--------------------------------------------------------------------------------
Block #1195
Seq_id	Strand	Start	End	Length
47	+	615	26699	26085
150	+	160618	186017	25400
--------------------------------------------------------------------------------
Block #1196
Seq_id	Strand	Start	End	Length
422	+	113594	120922	7329
1274	+	63	7394	7332
--------------------------------------------------------------------------------
Block #1197
Seq_id	Strand	Start	End	Length
308	+	123442	130349	6908
1256	-	12982	6299	6684
--------------------------------------------------------------------------------
Block #1198
Seq_id	Strand	Start	End	Length
476	+	47205	54099	6895
1260	-	13018	6271	6748
--------------------------------------------------------------------------------
Block #1199
Seq_id	Strand	Start	End	Length
231	-	193335	80389	112947
483	+	7633	112936	105304
--------------------------------------------------------------------------------
Block #1200
Seq_id	Strand	Start	End	Length
140	+	124921	137223	12303
333	-	12411	287	12125
--------------------------------------------------------------------------------
Block #1201
Seq_id	Strand	Start	End	Length
31	+	545223	550396	5174
31	+	537899	543065	5167
--------------------------------------------------------------------------------
Block #1202
Seq_id	Strand	Start	End	Length
23	-	349063	263917	85147
195	+	173405	253031	79627
--------------------------------------------------------------------------------
Block #1203
Seq_id	Strand	Start	End	Length
8	+	876262	950838	74577
27	+	549455	626830	77376
--------------------------------------------------------------------------------
Block #1204
Seq_id	Strand	Start	End	Length
29	+	95170	116132	20963
390	-	21218	3	21216
--------------------------------------------------------------------------------
Block #1205
Seq_id	Strand	Start	End	Length
64	+	512392	523014	10623
351	-	181886	171254	10633
--------------------------------------------------------------------------------
Block #1206
Seq_id	Strand	Start	End	Length
64	+	1945	18234	16290
164	+	14334	30993	16660
--------------------------------------------------------------------------------
Block #1207
Seq_id	Strand	Start	End	Length
215	+	135670	141158	5489
409	+	112607	118015	5409
--------------------------------------------------------------------------------
Block #1208
Seq_id	Strand	Start	End	Length
336	+	135808	192335	56528
451	+	51832	107598	55767
--------------------------------------------------------------------------------
Block #1209
Seq_id	Strand	Start	End	Length
99	+	223627	270746	47120
105	-	74673	41141	33533
--------------------------------------------------------------------------------
Block #1210
Seq_id	Strand	Start	End	Length
393	+	143405	151798	8394
407	-	26297	17808	8490
--------------------------------------------------------------------------------
Block #1211
Seq_id	Strand	Start	End	Length
249	+	56873	83370	26498
296	+	111565	138072	26508
--------------------------------------------------------------------------------
Block #1212
Seq_id	Strand	Start	End	Length
17	+	15527	64185	48659
216	-	145708	107469	38240
--------------------------------------------------------------------------------
Block #1213
Seq_id	Strand	Start	End	Length
442	-	122554	114062	8493
525	+	105126	112804	7679
--------------------------------------------------------------------------------
Block #1214
Seq_id	Strand	Start	End	Length
167	+	313320	320106	6787
1519	+	16	6803	6788
--------------------------------------------------------------------------------
Block #1215
Seq_id	Strand	Start	End	Length
356	+	9958	46198	36241
461	-	129019	103055	25965
--------------------------------------------------------------------------------
Block #1216
Seq_id	Strand	Start	End	Length
80	+	382040	470535	88496
93	+	155883	245156	89274
--------------------------------------------------------------------------------
Block #1217
Seq_id	Strand	Start	End	Length
214	+	72257	97767	25511
804	+	472	25990	25519
--------------------------------------------------------------------------------
Block #1218
Seq_id	Strand	Start	End	Length
515	+	89916	97312	7397
1182	+	1651	9046	7396
--------------------------------------------------------------------------------
Block #1219
Seq_id	Strand	Start	End	Length
37	+	311190	318295	7106
37	+	302389	309495	7107
--------------------------------------------------------------------------------
Block #1220
Seq_id	Strand	Start	End	Length
38	+	301874	326355	24482
497	-	33206	11188	22019
--------------------------------------------------------------------------------
Block #1221
Seq_id	Strand	Start	End	Length
42	+	76705	221698	144994
163	-	147831	14413	133419
--------------------------------------------------------------------------------
Block #1222
Seq_id	Strand	Start	End	Length
43	-	571148	543163	27986
860	+	11027	42947	31921
--------------------------------------------------------------------------------
Block #1223
Seq_id	Strand	Start	End	Length
35	-	524673	519046	5628
147	+	356	5989	5634
--------------------------------------------------------------------------------
Block #1224
Seq_id	Strand	Start	End	Length
110	+	72362	226662	154301
189	+	487	154312	153826
--------------------------------------------------------------------------------
Block #1225
Seq_id	Strand	Start	End	Length
1032	+	4939	15512	10574
1098	-	17930	7845	10086
--------------------------------------------------------------------------------
Block #1226
Seq_id	Strand	Start	End	Length
394	+	124821	132144	7324
1199	+	430	7790	7361
--------------------------------------------------------------------------------
Block #1227
Seq_id	Strand	Start	End	Length
314	+	5368	12867	7500
395	+	9321	16331	7011
--------------------------------------------------------------------------------
Block #1228
Seq_id	Strand	Start	End	Length
51	+	185624	247920	62297
112	+	335347	399470	64124
--------------------------------------------------------------------------------
Block #1229
Seq_id	Strand	Start	End	Length
11	+	90201	304418	214218
70	+	70586	276623	206038
--------------------------------------------------------------------------------
Block #1230
Seq_id	Strand	Start	End	Length
416	+	94553	101464	6912
1076	-	20267	13349	6919
--------------------------------------------------------------------------------
Block #1231
Seq_id	Strand	Start	End	Length
70	+	281460	292970	11511
206	-	205790	194410	11381
--------------------------------------------------------------------------------
Block #1232
Seq_id	Strand	Start	End	Length
11	+	758037	778340	20304
216	+	240054	261660	21607
--------------------------------------------------------------------------------
Block #1233
Seq_id	Strand	Start	End	Length
56	-	90737	62668	28070
455	+	107318	137561	30244
--------------------------------------------------------------------------------
Block #1234
Seq_id	Strand	Start	End	Length
64	+	29400	85889	56490
164	+	56801	124888	68088
--------------------------------------------------------------------------------
Block #1235
Seq_id	Strand	Start	End	Length
31	+	591194	612172	20979
320	+	4250	26214	21965
--------------------------------------------------------------------------------
Block #1236
Seq_id	Strand	Start	End	Length
72	-	438844	422237	16608
92	+	334989	351534	16546
--------------------------------------------------------------------------------
Block #1237
Seq_id	Strand	Start	End	Length
22	-	153014	41623	111392
513	+	2491	102825	100335
--------------------------------------------------------------------------------
Block #1238
Seq_id	Strand	Start	End	Length
11	+	547919	554084	6166
11	+	541343	547508	6166
--------------------------------------------------------------------------------
Block #1239
Seq_id	Strand	Start	End	Length
358	+	1011	20024	19014
862	+	24314	42818	18505
--------------------------------------------------------------------------------
Block #1240
Seq_id	Strand	Start	End	Length
37	+	318777	341645	22869
379	+	143393	166450	23058
--------------------------------------------------------------------------------
Block #1241
Seq_id	Strand	Start	End	Length
118	+	124058	174028	49971
300	+	526	47478	46953
--------------------------------------------------------------------------------
Block #1242
Seq_id	Strand	Start	End	Length
128	+	7448	356584	349137
151	+	5287	348030	342744
--------------------------------------------------------------------------------
Block #1243
Seq_id	Strand	Start	End	Length
28	+	654353	660111	5759
509	+	104895	111055	6161
--------------------------------------------------------------------------------
Block #1244
Seq_id	Strand	Start	End	Length
78	+	3229	68672	65444
256	+	172192	241643	69452
--------------------------------------------------------------------------------
Block #1245
Seq_id	Strand	Start	End	Length
348	+	44640	53436	8797
913	+	28443	37725	9283
--------------------------------------------------------------------------------
Block #1246
Seq_id	Strand	Start	End	Length
420	+	47406	55431	8026
1406	+	872	9040	8169
--------------------------------------------------------------------------------
Block #1247
Seq_id	Strand	Start	End	Length
192	+	252323	294091	41769
222	+	98930	145917	46988
--------------------------------------------------------------------------------
Block #1248
Seq_id	Strand	Start	End	Length
65	+	435819	446432	10614
98	-	17473	6758	10716
--------------------------------------------------------------------------------
Block #1249
Seq_id	Strand	Start	End	Length
522	+	68760	79692	10933
522	-	10931	1	10931
--------------------------------------------------------------------------------
Block #1250
Seq_id	Strand	Start	End	Length
4	+	143159	508741	365583
62	-	369853	1584	368270
--------------------------------------------------------------------------------
Block #1251
Seq_id	Strand	Start	End	Length
188	+	170975	176454	5480
1084	+	15188	20910	5723
--------------------------------------------------------------------------------
Block #1252
Seq_id	Strand	Start	End	Length
99	+	16716	130820	114105
154	+	15931	136445	120515
--------------------------------------------------------------------------------
Block #1253
Seq_id	Strand	Start	End	Length
50	+	520972	527840	6869
798	+	4256	11182	6927
--------------------------------------------------------------------------------
Block #1254
Seq_id	Strand	Start	End	Length
3	+	10675	107465	96791
55	+	449187	554290	105104
--------------------------------------------------------------------------------
Block #1255
Seq_id	Strand	Start	End	Length
497	+	98975	108981	10007
1359	+	13	10071	10059
--------------------------------------------------------------------------------
Block #1256
Seq_id	Strand	Start	End	Length
416	+	38715	44467	5753
1101	+	14032	19732	5701
--------------------------------------------------------------------------------
Block #1257
Seq_id	Strand	Start	End	Length
240	+	42113	47885	5773
301	+	104792	110551	5760
--------------------------------------------------------------------------------
Block #1258
Seq_id	Strand	Start	End	Length
552	-	7359	387	6973
986	+	21198	28186	6989
--------------------------------------------------------------------------------
Block #1259
Seq_id	Strand	Start	End	Length
158	+	105791	136701	30911
223	-	41236	3851	37386
--------------------------------------------------------------------------------
Block #1260
Seq_id	Strand	Start	End	Length
5	-	179777	160726	19052
95	+	43330	62924	19595
--------------------------------------------------------------------------------
Block #1261
Seq_id	Strand	Start	End	Length
732	+	45270	65890	20621
842	+	9741	31099	21359
--------------------------------------------------------------------------------
Block #1262
Seq_id	Strand	Start	End	Length
278	+	193832	199452	5621
1257	+	285	5787	5503
--------------------------------------------------------------------------------
Block #1263
Seq_id	Strand	Start	End	Length
43	+	101105	168371	67267
679	+	15389	74163	58775
--------------------------------------------------------------------------------
Block #1264
Seq_id	Strand	Start	End	Length
437	+	70261	78116	7856
841	+	32927	40826	7900
--------------------------------------------------------------------------------
Block #1265
Seq_id	Strand	Start	End	Length
113	+	224320	235021	10702
901	+	27830	38916	11087
--------------------------------------------------------------------------------
Block #1266
Seq_id	Strand	Start	End	Length
172	+	48763	67868	19106
369	+	126651	149085	22435
--------------------------------------------------------------------------------
Block #1267
Seq_id	Strand	Start	End	Length
429	+	22	39372	39351
767	-	54504	15135	39370
--------------------------------------------------------------------------------
Block #1268
Seq_id	Strand	Start	End	Length
86	+	1	161389	161389
262	-	159053	5045	154009
--------------------------------------------------------------------------------
Block #1269
Seq_id	Strand	Start	End	Length
22	+	600415	618857	18443
840	-	23133	4895	18239
--------------------------------------------------------------------------------
Block #1270
Seq_id	Strand	Start	End	Length
31	+	612173	621454	9282
603	+	7311	16833	9523
--------------------------------------------------------------------------------
Block #1271
Seq_id	Strand	Start	End	Length
257	+	212996	239061	26066
533	+	189	26457	26269
--------------------------------------------------------------------------------
Block #1272
Seq_id	Strand	Start	End	Length
503	+	4963	15039	10077
1131	+	7756	17837	10082
--------------------------------------------------------------------------------
Block #1273
Seq_id	Strand	Start	End	Length
357	-	46108	40977	5132
837	+	27207	32366	5160
--------------------------------------------------------------------------------
Block #1274
Seq_id	Strand	Start	End	Length
38	+	612301	618722	6422
1368	+	1949	8304	6356
--------------------------------------------------------------------------------
Block #1275
Seq_id	Strand	Start	End	Length
225	+	93771	267613	173843
295	+	20	177652	177633
--------------------------------------------------------------------------------
Block #1276
Seq_id	Strand	Start	End	Length
91	+	450833	456503	5671
514	+	1	5456	5456
--------------------------------------------------------------------------------
Block #1277
Seq_id	Strand	Start	End	Length
198	-	298467	283211	15257
855	+	12112	27204	15093
--------------------------------------------------------------------------------
Block #1278
Seq_id	Strand	Start	End	Length
561	+	63663	70783	7121
561	+	70900	78333	7434
--------------------------------------------------------------------------------
Block #1279
Seq_id	Strand	Start	End	Length
220	+	241214	247950	6737
712	-	11634	5030	6605
--------------------------------------------------------------------------------
Block #1280
Seq_id	Strand	Start	End	Length
812	-	36275	4403	31873
823	+	20630	49965	29336
--------------------------------------------------------------------------------
Block #1281
Seq_id	Strand	Start	End	Length
313	-	109130	102684	6447
1315	+	401	6347	5947
--------------------------------------------------------------------------------
Block #1282
Seq_id	Strand	Start	End	Length
124	+	96025	105985	9961
176	-	10200	1	10200
--------------------------------------------------------------------------------
Block #1283
Seq_id	Strand	Start	End	Length
339	+	45396	78158	32763
908	+	1	34035	34035
--------------------------------------------------------------------------------
Block #1284
Seq_id	Strand	Start	End	Length
383	+	105944	135217	29274
389	+	2538	28106	25569
--------------------------------------------------------------------------------
Block #1285
Seq_id	Strand	Start	End	Length
172	+	261945	285272	23328
599	+	62613	88190	25578
--------------------------------------------------------------------------------
Block #1286
Seq_id	Strand	Start	End	Length
42	-	588907	573614	15294
92	+	440265	455538	15274
--------------------------------------------------------------------------------
Block #1287
Seq_id	Strand	Start	End	Length
91	+	441658	450832	9175
453	+	129932	139103	9172
--------------------------------------------------------------------------------
Block #1288
Seq_id	Strand	Start	End	Length
38	+	628863	639116	10254
455	+	47962	58558	10597
--------------------------------------------------------------------------------
Block #1289
Seq_id	Strand	Start	End	Length
194	+	152147	158938	6792
912	+	27713	34529	6817
--------------------------------------------------------------------------------
Block #1290
Seq_id	Strand	Start	End	Length
117	-	246254	226719	19536
186	+	290742	310234	19493
--------------------------------------------------------------------------------
Block #1291
Seq_id	Strand	Start	End	Length
427	+	102575	120186	17612
700	-	48637	31469	17169
--------------------------------------------------------------------------------
Block #1292
Seq_id	Strand	Start	End	Length
8	+	542654	656624	113971
47	+	103664	218507	114844
--------------------------------------------------------------------------------
Block #1293
Seq_id	Strand	Start	End	Length
59	+	240642	250136	9495
862	+	3834	13306	9473
--------------------------------------------------------------------------------
Block #1294
Seq_id	Strand	Start	End	Length
81	+	150462	188211	37750
148	+	71473	109497	38025
--------------------------------------------------------------------------------
Block #1295
Seq_id	Strand	Start	End	Length
133	-	284731	205977	78755
350	+	15909	95720	79812
--------------------------------------------------------------------------------
Block #1296
Seq_id	Strand	Start	End	Length
124	+	361853	389526	27674
243	+	57640	85352	27713
--------------------------------------------------------------------------------
Block #1297
Seq_id	Strand	Start	End	Length
42	+	460516	467868	7353
253	+	140664	148319	7656
--------------------------------------------------------------------------------
Block #1298
Seq_id	Strand	Start	End	Length
642	-	66356	35222	31135
717	+	12106	45650	33545
--------------------------------------------------------------------------------
Block #1299
Seq_id	Strand	Start	End	Length
87	-	49749	314	49436
210	+	110379	159531	49153
--------------------------------------------------------------------------------
Block #1300
Seq_id	Strand	Start	End	Length
214	-	54317	49071	5247
1149	+	3927	9170	5244
--------------------------------------------------------------------------------
Block #1301
Seq_id	Strand	Start	End	Length
19	-	474937	428845	46093
171	+	271257	316997	45741
--------------------------------------------------------------------------------
Block #1302
Seq_id	Strand	Start	End	Length
35	+	466986	474734	7749
1509	+	60	7087	7028
--------------------------------------------------------------------------------
Block #1303
Seq_id	Strand	Start	End	Length
104	+	71448	282738	211291
129	+	42933	247602	204670
--------------------------------------------------------------------------------
Block #1304
Seq_id	Strand	Start	End	Length
29	+	196504	276258	79755
282	+	151167	220891	69725
--------------------------------------------------------------------------------
Block #1305
Seq_id	Strand	Start	End	Length
189	+	157651	294033	136383
421	+	6066	143945	137880
--------------------------------------------------------------------------------
Block #1306
Seq_id	Strand	Start	End	Length
143	+	232148	255625	23478
870	-	26651	3094	23558
--------------------------------------------------------------------------------
Block #1307
Seq_id	Strand	Start	End	Length
603	+	74986	93945	18960
617	+	1865	20795	18931
--------------------------------------------------------------------------------
Block #1308
Seq_id	Strand	Start	End	Length
11	+	870407	876973	6567
216	-	165989	159222	6768
--------------------------------------------------------------------------------
Block #1309
Seq_id	Strand	Start	End	Length
61	+	156432	411490	255059
218	+	5914	267302	261389
--------------------------------------------------------------------------------
Block #1310
Seq_id	Strand	Start	End	Length
466	+	2188	28350	26163
963	+	2794	30157	27364
--------------------------------------------------------------------------------
Block #1311
Seq_id	Strand	Start	End	Length
380	+	149870	161262	11393
524	+	86763	98267	11505
--------------------------------------------------------------------------------
Block #1312
Seq_id	Strand	Start	End	Length
215	+	247269	253000	5732
275	-	193620	188086	5535
--------------------------------------------------------------------------------
Block #1313
Seq_id	Strand	Start	End	Length
398	+	6458	13255	6798
410	-	149774	143056	6719
--------------------------------------------------------------------------------
Block #1314
Seq_id	Strand	Start	End	Length
90	+	447085	452640	5556
494	+	77028	82602	5575
--------------------------------------------------------------------------------
Block #1315
Seq_id	Strand	Start	End	Length
8	+	698639	758957	60319
721	+	7851	68148	60298
--------------------------------------------------------------------------------
Block #1316
Seq_id	Strand	Start	End	Length
41	-	54160	1834	52327
74	+	14012	66209	52198
--------------------------------------------------------------------------------
Block #1317
Seq_id	Strand	Start	End	Length
344	+	116747	122723	5977
779	+	147	6111	5965
--------------------------------------------------------------------------------
Block #1318
Seq_id	Strand	Start	End	Length
43	-	185325	176077	9249
627	+	74802	84103	9302
--------------------------------------------------------------------------------
Block #1319
Seq_id	Strand	Start	End	Length
377	-	151474	144794	6681
377	+	161095	167581	6487
--------------------------------------------------------------------------------
Block #1320
Seq_id	Strand	Start	End	Length
156	+	280340	335572	55233
236	+	139220	191034	51815
--------------------------------------------------------------------------------
Block #1321
Seq_id	Strand	Start	End	Length
235	+	146119	159884	13766
713	-	44950	30813	14138
--------------------------------------------------------------------------------
Block #1322
Seq_id	Strand	Start	End	Length
43	+	587325	599938	12614
743	-	56913	44368	12546
--------------------------------------------------------------------------------
Block #1323
Seq_id	Strand	Start	End	Length
258	+	196383	227246	30864
495	+	38665	71842	33178
--------------------------------------------------------------------------------
Block #1324
Seq_id	Strand	Start	End	Length
184	+	251824	257500	5677
1233	+	442	6259	5818
--------------------------------------------------------------------------------
Block #1325
Seq_id	Strand	Start	End	Length
18	-	67798	12362	55437
229	+	118801	176430	57630
--------------------------------------------------------------------------------
Block #1326
Seq_id	Strand	Start	End	Length
13	+	99233	116198	16966
345	+	10957	28617	17661
--------------------------------------------------------------------------------
Block #1327
Seq_id	Strand	Start	End	Length
374	+	105906	122080	16175
410	+	39420	55340	15921
--------------------------------------------------------------------------------
Block #1328
Seq_id	Strand	Start	End	Length
339	+	3447	41984	38538
744	+	23220	63521	40302
--------------------------------------------------------------------------------
Block #1329
Seq_id	Strand	Start	End	Length
58	+	210008	351491	141484
254	+	3563	139007	135445
--------------------------------------------------------------------------------
Block #1330
Seq_id	Strand	Start	End	Length
139	+	215830	249305	33476
295	+	177653	208264	30612
--------------------------------------------------------------------------------
Block #1331
Seq_id	Strand	Start	End	Length
322	+	34698	52927	18230
900	+	17171	35822	18652
--------------------------------------------------------------------------------
Block #1332
Seq_id	Strand	Start	End	Length
3	-	207877	195924	11954
563	+	19386	31595	12210
--------------------------------------------------------------------------------
Block #1333
Seq_id	Strand	Start	End	Length
23	+	10	48153	48144
201	+	1121	46841	45721
--------------------------------------------------------------------------------
Block #1334
Seq_id	Strand	Start	End	Length
304	-	53447	22549	30899
746	+	31642	63280	31639
--------------------------------------------------------------------------------
Block #1335
Seq_id	Strand	Start	End	Length
184	+	137074	251617	114544
434	+	26482	148128	121647
--------------------------------------------------------------------------------
Block #1336
Seq_id	Strand	Start	End	Length
965	+	20623	31723	11101
987	+	12340	23178	10839
--------------------------------------------------------------------------------
Block #1337
Seq_id	Strand	Start	End	Length
71	+	213003	245576	32574
628	+	108	33611	33504
--------------------------------------------------------------------------------
Block #1338
Seq_id	Strand	Start	End	Length
463	+	57966	106817	48852
784	+	6469	55705	49237
--------------------------------------------------------------------------------
Block #1339
Seq_id	Strand	Start	End	Length
357	-	176475	170663	5813
643	+	65277	71136	5860
--------------------------------------------------------------------------------
Block #1340
Seq_id	Strand	Start	End	Length
11	+	642331	687378	45048
330	+	61668	107548	45881
--------------------------------------------------------------------------------
Block #1341
Seq_id	Strand	Start	End	Length
119	+	1	5722	5722
355	+	164031	169750	5720
--------------------------------------------------------------------------------
Block #1342
Seq_id	Strand	Start	End	Length
136	-	92378	78395	13984
294	+	198073	211880	13808
--------------------------------------------------------------------------------
Block #1343
Seq_id	Strand	Start	End	Length
67	+	437980	504647	66668
632	-	86040	15233	70808
--------------------------------------------------------------------------------
Block #1344
Seq_id	Strand	Start	End	Length
257	+	203181	210360	7180
538	-	7185	1	7185
--------------------------------------------------------------------------------
Block #1345
Seq_id	Strand	Start	End	Length
91	+	85171	91288	6118
204	-	281490	275396	6095
--------------------------------------------------------------------------------
Block #1346
Seq_id	Strand	Start	End	Length
39	+	284713	303290	18578
197	-	27399	8426	18974
--------------------------------------------------------------------------------
Block #1347
Seq_id	Strand	Start	End	Length
31	+	625157	672560	47404
89	+	142572	185284	42713
--------------------------------------------------------------------------------
Block #1348
Seq_id	Strand	Start	End	Length
20	+	17085	77609	60525
161	+	57671	117036	59366
--------------------------------------------------------------------------------
Block #1349
Seq_id	Strand	Start	End	Length
43	+	193203	205897	12695
627	-	67234	55261	11974
--------------------------------------------------------------------------------
Block #1350
Seq_id	Strand	Start	End	Length
309	+	80934	104450	23517
557	+	5248	28532	23285
--------------------------------------------------------------------------------
Block #1351
Seq_id	Strand	Start	End	Length
52	+	438897	458402	19506
97	+	24681	44196	19516
--------------------------------------------------------------------------------
Block #1352
Seq_id	Strand	Start	End	Length
261	+	179961	187665	7705
385	-	141680	133348	8333
--------------------------------------------------------------------------------
Block #1353
Seq_id	Strand	Start	End	Length
443	+	4766	63496	58731
718	+	23570	68654	45085
--------------------------------------------------------------------------------
Block #1354
Seq_id	Strand	Start	End	Length
443	+	109274	141802	32529
884	+	5185	32261	27077
--------------------------------------------------------------------------------
Block #1355
Seq_id	Strand	Start	End	Length
31	+	550600	562652	12053
996	+	703	12795	12093
--------------------------------------------------------------------------------
Block #1356
Seq_id	Strand	Start	End	Length
344	+	124974	130536	5563
747	+	7674	13215	5542
--------------------------------------------------------------------------------
Block #1357
Seq_id	Strand	Start	End	Length
42	+	491064	573613	82550
655	+	23	82080	82058
--------------------------------------------------------------------------------
Block #1358
Seq_id	Strand	Start	End	Length
82	-	295377	89083	206295
157	+	102537	317161	214625
--------------------------------------------------------------------------------
Block #1359
Seq_id	Strand	Start	End	Length
75	+	403861	439639	35779
463	-	36839	953	35887
--------------------------------------------------------------------------------
Block #1360
Seq_id	Strand	Start	End	Length
125	+	145029	185541	40513
608	+	42354	92246	49893
--------------------------------------------------------------------------------
Block #1361
Seq_id	Strand	Start	End	Length
165	+	202154	228763	26610
546	+	326	30802	30477
--------------------------------------------------------------------------------
Block #1362
Seq_id	Strand	Start	End	Length
261	+	135884	141464	5581
287	-	105335	99812	5524
--------------------------------------------------------------------------------
Block #1363
Seq_id	Strand	Start	End	Length
55	+	389494	395993	6500
1457	-	7628	1118	6511
--------------------------------------------------------------------------------
Block #1364
Seq_id	Strand	Start	End	Length
326	+	44055	108412	64358
647	+	42	66720	66679
--------------------------------------------------------------------------------
Block #1365
Seq_id	Strand	Start	End	Length
29	+	59	64318	64260
129	+	252222	312900	60679
--------------------------------------------------------------------------------
Block #1366
Seq_id	Strand	Start	End	Length
209	-	35985	3912	32074
563	+	33441	62249	28809
--------------------------------------------------------------------------------
Block #1367
Seq_id	Strand	Start	End	Length
178	+	261925	270655	8731
1020	-	16323	7529	8795
--------------------------------------------------------------------------------
Block #1368
Seq_id	Strand	Start	End	Length
61	+	525083	530098	5016
937	-	31389	26388	5002
--------------------------------------------------------------------------------
Block #1369
Seq_id	Strand	Start	End	Length
98	+	402514	409414	6901
563	+	71251	78129	6879
--------------------------------------------------------------------------------
Block #1370
Seq_id	Strand	Start	End	Length
12	+	656391	752548	96158
594	+	747	97765	97019
--------------------------------------------------------------------------------
Block #1371
Seq_id	Strand	Start	End	Length
297	+	65217	86785	21569
864	+	15714	37828	22115
--------------------------------------------------------------------------------
Block #1372
Seq_id	Strand	Start	End	Length
13	+	133627	220490	86864
110	+	335474	413319	77846
--------------------------------------------------------------------------------
Block #1373
Seq_id	Strand	Start	End	Length
184	+	270513	307691	37179
372	-	40166	3000	37167
--------------------------------------------------------------------------------
Block #1374
Seq_id	Strand	Start	End	Length
98	+	42750	49057	6308
1211	+	1	6196	6196
--------------------------------------------------------------------------------
Block #1375
Seq_id	Strand	Start	End	Length
299	-	181875	176730	5146
1277	+	6484	11654	5171
--------------------------------------------------------------------------------
Block #1376
Seq_id	Strand	Start	End	Length
221	+	87	10123	10037
338	+	6031	16616	10586
--------------------------------------------------------------------------------
Block #1377
Seq_id	Strand	Start	End	Length
41	-	474313	351330	122984
41	+	204188	316956	112769
--------------------------------------------------------------------------------
Block #1378
Seq_id	Strand	Start	End	Length
55	+	262401	339976	77576
315	+	124578	203022	78445
--------------------------------------------------------------------------------
Block #1379
Seq_id	Strand	Start	End	Length
78	+	381847	466156	84310
225	+	694	86187	85494
--------------------------------------------------------------------------------
Block #1380
Seq_id	Strand	Start	End	Length
30	+	33738	264460	230723
281	+	7674	222948	215275
--------------------------------------------------------------------------------
Block #1381
Seq_id	Strand	Start	End	Length
266	+	181970	238604	56635
359	+	3014	61617	58604
--------------------------------------------------------------------------------
Block #1382
Seq_id	Strand	Start	End	Length
119	+	66045	71880	5836
916	+	30289	36106	5818
--------------------------------------------------------------------------------
Block #1383
Seq_id	Strand	Start	End	Length
132	+	77151	115256	38106
404	-	148097	109632	38466
--------------------------------------------------------------------------------
Block #1384
Seq_id	Strand	Start	End	Length
223	+	71444	112006	40563
249	-	249114	200324	48791
--------------------------------------------------------------------------------
Block #1385
Seq_id	Strand	Start	End	Length
89	+	187148	239724	52577
116	+	55808	113876	58069
--------------------------------------------------------------------------------
Block #1386
Seq_id	Strand	Start	End	Length
201	-	284102	272276	11827
1031	+	8419	20152	11734
--------------------------------------------------------------------------------
Block #1387
Seq_id	Strand	Start	End	Length
136	-	373429	352818	20612
541	+	92651	114098	21448
--------------------------------------------------------------------------------
Block #1388
Seq_id	Strand	Start	End	Length
152	+	8685	29938	21254
456	+	47369	68626	21258
--------------------------------------------------------------------------------
Block #1389
Seq_id	Strand	Start	End	Length
9	+	233334	420836	187503
177	+	136113	322550	186438
--------------------------------------------------------------------------------
Block #1390
Seq_id	Strand	Start	End	Length
144	+	173981	196052	22072
969	+	9	22585	22577
--------------------------------------------------------------------------------
Block #1391
Seq_id	Strand	Start	End	Length
198	+	1	198027	198027
228	+	16177	209581	193405
--------------------------------------------------------------------------------
Block #1392
Seq_id	Strand	Start	End	Length
39	-	284681	25545	259137
197	+	27432	301443	274012
--------------------------------------------------------------------------------
Block #1393
Seq_id	Strand	Start	End	Length
338	+	138423	144769	6347
751	-	29612	23277	6336
--------------------------------------------------------------------------------
Block #1394
Seq_id	Strand	Start	End	Length
